Nome,Email,Telefono,Descrizione,Sito Web,Data Scraping,Indirizzo,Settore
Marmi La Quercia,info@marmilaquercia.it,+39 352 7330844,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore moda. Fondata nel 1967, siamo cresciuti fino a diventare un punto di riferimento a Torino.",,2025-04-09 15:56:01,"Via Petrarca, 12 - 67016 Torino",Moda
Pizzeria Il Cantuccio,pizzeriailcantuccio@gmail.com,+39 028 915535,Dal 1950 offriamo servizi di qualità nel settore artigianato. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.pizzeriailcantuccio.it,2025-04-09 15:56:01,"Via Einstein, 126 - 61030 Prato",Artigianato
Fabbro Il Faro,info@fabbroilfaro.it,+39 370 7629299,Dal 1957 offriamo servizi di qualità nel settore servizi professionali. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.fabbroilfaro.it,2025-04-09 15:56:01,"Via Pascoli, 179 - 36013 Piacenza",Servizi professionali
Palestra La Piazza,palestralapiazza@alice.it,+39 343 8779528,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore benessere. Fondata nel 2008, siamo cresciuti fino a diventare un punto di riferimento a Venezia.",https://www.palestralapiazza.it,2025-04-09 15:56:01,"Via Marconi, 3 - 29018 Venezia",Benessere
Gommista Da Luca,info@gommistadaluca.it,+39 332 4913788,Specialisti nel settore logistica con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Cagliari e oltre.,https://www.gommistadaluca.it,2025-04-09 15:56:01,"Corso Francia, 3 - 52022 Cagliari",Logistica
Elettrica Il Giglio,info@elettricailgiglio.it,+39 386 8526295,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 27 anni di esperienza.,https://www.elettricailgiglio.it,2025-04-09 15:56:01,"Via Fermi, 30 - 46077 Parma",Alberghiero
Elettrica Il Pino,elettricailpino@outlook.it,+39 084 813471,Dal 1961 offriamo servizi di qualità nel settore alberghiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.elettricailpino.it,2025-04-09 15:56:01,"Viale degli Ulivi, 126 - 37099 Messina",Alberghiero
Costruzioni La Stella,info@costruzionilastella.it,+39 337 6994717,La nostra missione è fornire il miglior servizio possibile nel settore moda. Siamo un'azienda a conduzione familiare con oltre 39 anni di esperienza.,https://www.costruzionilastella.it,2025-04-09 15:56:01,"Via Mazzini, 72 - 98062 Reggio Emilia",Moda
Idraulica Il Mulino,info@idraulicailmulino.it,+39 066 584182,La nostra missione è fornire il miglior servizio possibile nel settore finanziario. Siamo un'azienda a conduzione familiare con oltre 6 anni di esperienza.,https://www.idraulicailmulino.it,2025-04-09 15:56:01,"Piazza San Marco, 114 - 63064 Perugia",Finanziario
Cartoleria Da Luigi,info@cartoleriadaluigi.it,+39 369 4540509,Dal 1985 offriamo servizi di qualità nel settore commercio all'ingrosso. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Corso Francia, 127 - 87088 Torino",Commercio all'ingrosso
Libreria Il Borgo,info@libreriailborgo.it,+39 039 690601,Azienda leader nel settore trasporti con sede a Latina. Offriamo prodotti e servizi di alta qualità dal 2008.,,2025-04-09 15:56:01,"Viale delle Rose, 138 - 99046 Latina",Trasporti
Costruzioni Da Bruno,info@costruzionidabruno.it,+39 092 970881,Azienda leader nel settore commercio all'ingrosso con sede a Latina. Offriamo prodotti e servizi di alta qualità dal 2017.,https://www.costruzionidabruno.it,2025-04-09 15:56:01,"Corso Inghilterra, 73 - 43074 Latina",Commercio all'ingrosso
Edile La Rosa,edilelarosa@yahoo.it,+39 017 328370,La nostra missione è fornire il miglior servizio possibile nel settore agricoltura. Siamo un'azienda a conduzione familiare con oltre 26 anni di esperienza.,,2025-04-09 15:56:01,"Via Verona, 81 - 94028 Bologna",Agricoltura
B&B L'Angolo,info@b&blangolo.it,+39 049 734595,La nostra missione è fornire il miglior servizio possibile nel settore automotive. Siamo un'azienda a conduzione familiare con oltre 43 anni di esperienza.,https://www.b&blangolo.it,2025-04-09 15:56:01,"Via Dante, 135 - 41028 Arezzo",Automotive
Ceramiche La Fontana,ceramichelafontana@alice.it,+39 388 8374504,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alimentare. Fondata nel 1959, siamo cresciuti fino a diventare un punto di riferimento a Messina.",https://www.ceramichelafontana.it,2025-04-09 15:56:01,"Via Carducci, 132 - 11050 Messina",Alimentare
Edile Royal,edileroyal@virgilio.it,+39 308 2677163,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore agricoltura. Fondata nel 1980, siamo cresciuti fino a diventare un punto di riferimento a Andria.",,2025-04-09 15:56:01,"Via Petrarca, 41 - 95066 Andria",Agricoltura
Impresa L'Ulivo,impresalulivo@tiscali.it,+39 392 9345775,Azienda leader nel settore manifatturiero con sede a Arezzo. Offriamo prodotti e servizi di alta qualità dal 1966.,,2025-04-09 15:56:01,"Corso America, 41 - 50027 Arezzo",Manifatturiero
Negozio Il Giglio,info@negozioilgiglio.it,+39 355 7256799,Azienda leader nel settore assicurativo con sede a Latina. Offriamo prodotti e servizi di alta qualità dal 2011.,,2025-04-09 15:56:01,"Via Marconi, 94 - 67096 Latina",Assicurativo
Studio Express,info@studioexpress.it,+39 323 6787354,Azienda leader nel settore ristorazione con sede a Sassari. Offriamo prodotti e servizi di alta qualità dal 1959.,https://www.studioexpress.it,2025-04-09 15:56:01,"Viale degli Ulivi, 98 - 87037 Sassari",Ristorazione
Profumeria La Quercia,info@profumerialaquercia.it,+39 049 218804,Dal 1980 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.profumerialaquercia.it,2025-04-09 15:56:01,"Via Bernini, 7 - 34024 Siracusa",Moda
Salumeria Elite,salumeriaelite@outlook.it,+39 039 155816,La nostra missione è fornire il miglior servizio possibile nel settore commercio all'ingrosso. Siamo un'azienda a conduzione familiare con oltre 8 anni di esperienza.,,2025-04-09 15:56:01,"Via Cavour, 156 - 74077 Sassari",Commercio all'ingrosso
Marmi Da Carlo,info@marmidacarlo.it,+39 308 5781640,Dal 1971 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.marmidacarlo.it,2025-04-09 15:56:01,"Via Garibaldi, 12 - 64032 Ancona",Moda
Trattoria Il Faro,trattoriailfaro@hotmail.com,+39 074 147160,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore logistica. Fondata nel 2019, siamo cresciuti fino a diventare un punto di riferimento a Ravenna.",https://www.trattoriailfaro.it,2025-04-09 15:56:01,"Via Leopardi, 154 - 12018 Ravenna",Logistica
Vetreria Da Paolo,info@vetreriadapaolo.it,+39 034 508100,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore servizi professionali. Fondata nel 1987, siamo cresciuti fino a diventare un punto di riferimento a Siracusa.",https://www.vetreriadapaolo.it,2025-04-09 15:56:01,"Via Carducci, 43 - 18049 Siracusa",Servizi professionali
Locanda Da Luca,locandadaluca@hotmail.com,+39 338 5912471,La nostra missione è fornire il miglior servizio possibile nel settore agricoltura. Siamo un'azienda a conduzione familiare con oltre 33 anni di esperienza.,https://www.locandadaluca.it,2025-04-09 15:56:01,"Via Roma, 197 - 62055 Latina",Agricoltura
Consulenza La Taverna,info@consulenzalataverna.it,+39 028 606440,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alimentare. Fondata nel 1969, siamo cresciuti fino a diventare un punto di riferimento a Andria.",https://www.consulenzalataverna.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 192 - 70080 Andria",Alimentare
Farmacia Elite,info@farmaciaelite.it,+39 084 960117,Dal 1999 offriamo servizi di qualità nel settore commercio all'ingrosso. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Carducci, 75 - 80039 Novara",Commercio all'ingrosso
Ristorante Continental,ristorantecontinental@tin.it,+39 057 963016,Specialisti nel settore benessere con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Messina e oltre.,https://www.ristorantecontinental.it,2025-04-09 15:56:01,"Via Botticelli, 198 - 87054 Messina",Benessere
Concessionaria Il Cantuccio,concessionariailcantuccio@yahoo.it,+39 088 394847,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 1973, siamo cresciuti fino a diventare un punto di riferimento a Pescara.",https://www.concessionariailcantuccio.it,2025-04-09 15:56:01,"Via Foscolo, 83 - 86048 Pescara",Commercio all'ingrosso
Costruzioni Il Borgo,costruzioniilborgo@gmail.com,+39 379 8611252,Dal 1973 offriamo servizi di qualità nel settore immobiliare. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.costruzioniilborgo.it,2025-04-09 15:56:01,"Via Alfieri, 104 - 51072 Cagliari",Immobiliare
Fabbro Da Mario,fabbrodamario@gmail.com,+39 341 6400271,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore salute. Fondata nel 2013, siamo cresciuti fino a diventare un punto di riferimento a Firenze.",,2025-04-09 15:56:01,"Via Dante, 158 - 20085 Firenze",Salute
Consulenza Da Bruno,info@consulenzadabruno.it,+39 038 519088,Specialisti nel settore commercio all'ingrosso con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Messina e oltre.,https://www.consulenzadabruno.it,2025-04-09 15:56:01,"Piazza Maggiore, 34 - 92022 Messina",Commercio all'ingrosso
Spa La Locanda,info@spalalocanda.it,+39 387 7563516,Dal 2001 offriamo servizi di qualità nel settore finanziario. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.spalalocanda.it,2025-04-09 15:56:01,"Via Roma, 123 - 38011 Arezzo",Finanziario
Edile Da Roberto,info@ediledaroberto.it,+39 322 4096295,Dal 2009 offriamo servizi di qualità nel settore trasporti. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.ediledaroberto.it,2025-04-09 15:56:01,"Via Venezia, 32 - 57024 Roma",Trasporti
Palestra Da Paolo,palestradapaolo@libero.it,+39 342 5719412,La nostra missione è fornire il miglior servizio possibile nel settore tecnologia. Siamo un'azienda a conduzione familiare con oltre 6 anni di esperienza.,https://www.palestradapaolo.it,2025-04-09 15:56:01,"Via Roma, 26 - 59082 Modena",Tecnologia
Falegnameria Il Cantuccio,info@falegnameriailcantuccio.it,+39 051 242909,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore agricoltura. Fondata nel 2020, siamo cresciuti fino a diventare un punto di riferimento a Torino.",https://www.falegnameriailcantuccio.it,2025-04-09 15:56:01,"Viale delle Palme, 66 - 29064 Torino",Agricoltura
Ottica La Rosa,otticalarosa@gmail.com,+39 060 126054,Azienda leader nel settore logistica con sede a Livorno. Offriamo prodotti e servizi di alta qualità dal 1953.,,2025-04-09 15:56:01,"Via Canova, 151 - 18082 Livorno",Logistica
Osteria Il Borgo,info@osteriailborgo.it,+39 072 674771,Specialisti nel settore assicurativo con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Rimini e oltre.,https://www.osteriailborgo.it,2025-04-09 15:56:01,"Via Botticelli, 81 - 72085 Rimini",Assicurativo
Agenzia La Locanda,info@agenzialalocanda.it,+39 068 318916,Dal 1988 offriamo servizi di qualità nel settore tecnologia. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Napoli, 99 - 84018 Cagliari",Tecnologia
Pasticceria Da Roberto,info@pasticceriadaroberto.it,+39 356 2939311,La nostra missione è fornire il miglior servizio possibile nel settore commercio al dettaglio. Siamo un'azienda a conduzione familiare con oltre 39 anni di esperienza.,https://www.pasticceriadaroberto.it,2025-04-09 15:56:01,"Via Palermo, 129 - 65024 Venezia",Commercio al dettaglio
Autofficina La Torre,info@autofficinalatorre.it,+39 042 375376,Azienda leader nel settore trasporti con sede a Modena. Offriamo prodotti e servizi di alta qualità dal 1995.,https://www.autofficinalatorre.it,2025-04-09 15:56:01,"Piazza della Repubblica, 35 - 58074 Modena",Trasporti
Farmacia La Quercia,info@farmacialaquercia.it,+39 358 5813302,Azienda leader nel settore manifatturiero con sede a Terni. Offriamo prodotti e servizi di alta qualità dal 2013.,,2025-04-09 15:56:01,"Via Bernini, 67 - 78064 Terni",Manifatturiero
Pensione Da Paolo,info@pensionedapaolo.it,+39 033 365720,Dal 2019 offriamo servizi di qualità nel settore benessere. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Corso Inghilterra, 56 - 93062 Andria",Benessere
Ottica Deluxe,info@otticadeluxe.it,+39 085 903258,Specialisti nel settore automotive con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Cagliari e oltre.,https://www.otticadeluxe.it,2025-04-09 15:56:01,"Via Milano, 153 - 39072 Cagliari",Automotive
Cartoleria L'Angolo,info@cartolerialangolo.it,+39 015 455987,Azienda leader nel settore alberghiero con sede a Andria. Offriamo prodotti e servizi di alta qualità dal 1987.,https://www.cartolerialangolo.it,2025-04-09 15:56:01,"Via Mazzini, 59 - 67091 Andria",Alberghiero
Spa Da Mario,info@spadamario.it,+39 020 640494,Azienda leader nel settore logistica con sede a Roma. Offriamo prodotti e servizi di alta qualità dal 1974.,https://www.spadamario.it,2025-04-09 15:56:01,"Via Leonardo da Vinci, 89 - 89019 Roma",Logistica
Ceramiche Continental,info@ceramichecontinental.it,+39 065 427674,Azienda leader nel settore ristorazione con sede a Ancona. Offriamo prodotti e servizi di alta qualità dal 1960.,,2025-04-09 15:56:01,"Via Cavour, 199 - 20080 Ancona",Ristorazione
Autofficina La Taverna,info@autofficinalataverna.it,+39 308 7797189,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore trasporti. Fondata nel 1969, siamo cresciuti fino a diventare un punto di riferimento a Ravenna.",https://www.autofficinalataverna.it,2025-04-09 15:56:01,"Viale dei Giardini, 148 - 67062 Ravenna",Trasporti
Profumeria La Piazza,info@profumerialapiazza.it,+39 318 9016861,Specialisti nel settore artigianato con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Reggio Emilia e oltre.,https://www.profumerialapiazza.it,2025-04-09 15:56:01,"Via Venezia, 184 - 51085 Reggio Emilia",Artigianato
Boutique La Locanda,info@boutiquelalocanda.it,+39 385 2427731,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore moda. Fondata nel 1976, siamo cresciuti fino a diventare un punto di riferimento a Cesena.",https://www.boutiquelalocanda.it,2025-04-09 15:56:01,"Via Venezia, 99 - 30066 Cesena",Moda
Benessere Da Luigi,info@benesseredaluigi.it,+39 394 7768326,La nostra missione è fornire il miglior servizio possibile nel settore commercio all'ingrosso. Siamo un'azienda a conduzione familiare con oltre 39 anni di esperienza.,,2025-04-09 15:56:01,"Corso America, 79 - 53064 Sassari",Commercio all'ingrosso
Elettrauto Express,info@elettrautoexpress.it,+39 065 107001,Dal 1984 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Firenze, 176 - 63011 Giugliano in Campania",Moda
Profumeria L'Angolo,info@profumerialangolo.it,+39 368 8801320,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 1989, siamo cresciuti fino a diventare un punto di riferimento a Bolzano.",https://www.profumerialangolo.it,2025-04-09 15:56:01,"Via Foscolo, 54 - 26088 Bolzano",Commercio all'ingrosso
Farmacia Il Gabbiano,farmaciailgabbiano@outlook.it,+39 369 1875725,Specialisti nel settore benessere con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Siracusa e oltre.,,2025-04-09 15:56:01,"Piazza Maggiore, 71 - 82095 Siracusa",Benessere
Vetreria Belvedere,info@vetreriabelvedere.it,+39 059 457468,Specialisti nel settore artigianato con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Reggio Calabria e oltre.,,2025-04-09 15:56:01,"Via Tiziano, 155 - 86029 Reggio Calabria",Artigianato
Pasticceria Il Pozzo,info@pasticceriailpozzo.it,+39 399 8687514,Dal 1997 offriamo servizi di qualità nel settore agricoltura. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.pasticceriailpozzo.it,2025-04-09 15:56:01,"Piazza del Popolo, 76 - 71054 Genova",Agricoltura
Profumeria International,info@profumeriainternational.it,+39 092 900285,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore salute. Fondata nel 1977, siamo cresciuti fino a diventare un punto di riferimento a Firenze.",https://www.profumeriainternational.it,2025-04-09 15:56:01,"Via Mazzini, 29 - 97098 Firenze",Salute
Hotel Continental,info@hotelcontinental.it,+39 365 2418720,Azienda leader nel settore alimentare con sede a Perugia. Offriamo prodotti e servizi di alta qualità dal 1959.,https://www.hotelcontinental.it,2025-04-09 15:56:01,"Via Botticelli, 183 - 35055 Perugia",Alimentare
Caffè Belvedere,info@caffèbelvedere.it,+39 306 9098118,Azienda leader nel settore manifatturiero con sede a Genova. Offriamo prodotti e servizi di alta qualità dal 1972.,https://www.caffèbelvedere.it,2025-04-09 15:56:01,"Corso America, 105 - 91049 Genova",Manifatturiero
Consulenza Il Veliero,info@consulenzailveliero.it,+39 375 6281998,La nostra missione è fornire il miglior servizio possibile nel settore benessere. Siamo un'azienda a conduzione familiare con oltre 28 anni di esperienza.,https://www.consulenzailveliero.it,2025-04-09 15:56:01,"Via Roma, 67 - 78092 Arezzo",Benessere
Autofficina Da Antonio,autofficinadaantonio@outlook.it,+39 084 621800,La nostra missione è fornire il miglior servizio possibile nel settore moda. Siamo un'azienda a conduzione familiare con oltre 18 anni di esperienza.,https://www.autofficinadaantonio.it,2025-04-09 15:56:01,"Via Bernini, 125 - 26096 Forlì",Moda
Albergo Da Giovanni,albergodagiovanni@alice.it,+39 075 611038,Azienda leader nel settore commercio al dettaglio con sede a Salerno. Offriamo prodotti e servizi di alta qualità dal 1989.,https://www.albergodagiovanni.it,2025-04-09 15:56:01,"Viale degli Ulivi, 29 - 57046 Salerno",Commercio al dettaglio
Autofficina Da Marco,info@autofficinadamarco.it,+39 079 449034,Dal 1982 offriamo servizi di qualità nel settore moda. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Fermi, 76 - 17012 Terni",Moda
Assicurazioni Da Riccardo,info@assicurazionidariccardo.it,+39 043 693180,Dal 1977 offriamo servizi di qualità nel settore artigianato. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.assicurazionidariccardo.it,2025-04-09 15:56:01,"Via Firenze, 185 - 68097 Monza",Artigianato
Spa Da Antonio,spadaantonio@gmail.com,+39 028 931123,Specialisti nel settore assicurativo con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Modena e oltre.,,2025-04-09 15:56:01,"Corso America, 88 - 40096 Modena",Assicurativo
Consulenza Da Mario,consulenzadamario@yahoo.it,+39 398 7748216,Specialisti nel settore alimentare con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Salerno e oltre.,https://www.consulenzadamario.it,2025-04-09 15:56:01,"Via Petrarca, 132 - 34066 Salerno",Alimentare
Gelateria La Rosa,gelaterialarosa@gmail.com,+39 090 435427,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore artigianato. Fondata nel 1982, siamo cresciuti fino a diventare un punto di riferimento a Giugliano in Campania.",https://www.gelaterialarosa.it,2025-04-09 15:56:01,"Piazza San Marco, 90 - 85038 Giugliano in Campania",Artigianato
Locanda International,info@locandainternational.it,+39 058 550693,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 13 anni di esperienza.,,2025-04-09 15:56:01,"Piazza Duomo, 100 - 79099 Brescia",Logistica
Boutique International,info@boutiqueinternational.it,+39 370 6198778,Azienda leader nel settore ristorazione con sede a Novara. Offriamo prodotti e servizi di alta qualità dal 1976.,,2025-04-09 15:56:01,"Viale dei Giardini, 109 - 46039 Novara",Ristorazione
Profumeria Il Gabbiano,profumeriailgabbiano@tiscali.it,+39 355 2825652,Specialisti nel settore moda con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Venezia e oltre.,https://www.profumeriailgabbiano.it,2025-04-09 15:56:01,"Via Botticelli, 78 - 76082 Venezia",Moda
Cartoleria Da Giovanni,info@cartoleriadagiovanni.it,+39 382 2602097,Azienda leader nel settore finanziario con sede a Salerno. Offriamo prodotti e servizi di alta qualità dal 2015.,,2025-04-09 15:56:01,"Via Volta, 24 - 49058 Salerno",Finanziario
Centro Il Palazzo,info@centroilpalazzo.it,+39 060 452680,Azienda leader nel settore immobiliare con sede a Salerno. Offriamo prodotti e servizi di alta qualità dal 1966.,,2025-04-09 15:56:01,"Via Dante, 113 - 38036 Salerno",Immobiliare
Albergo La Piazza,info@albergolapiazza.it,+39 393 8149839,Specialisti nel settore artigianato con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Roma e oltre.,https://www.albergolapiazza.it,2025-04-09 15:56:01,"Viale degli Ulivi, 47 - 61027 Roma",Artigianato
Cartoleria La Fontana,cartolerialafontana@yahoo.it,+39 359 2862527,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore agricoltura. Fondata nel 1978, siamo cresciuti fino a diventare un punto di riferimento a Ferrara.",,2025-04-09 15:56:01,"Via Milano, 187 - 95036 Ferrara",Agricoltura
Spa International,info@spainternational.it,+39 098 665086,La nostra missione è fornire il miglior servizio possibile nel settore benessere. Siamo un'azienda a conduzione familiare con oltre 45 anni di esperienza.,,2025-04-09 15:56:01,"Via Botticelli, 83 - 67085 Foggia",Benessere
Vetreria Il Palazzo,vetreriailpalazzo@virgilio.it,+39 348 1438403,La nostra missione è fornire il miglior servizio possibile nel settore alimentare. Siamo un'azienda a conduzione familiare con oltre 32 anni di esperienza.,,2025-04-09 15:56:01,"Piazza Maggiore, 9 - 15029 Lecce",Alimentare
Locanda Da Francesco,info@locandadafrancesco.it,+39 031 539182,Dal 1977 offriamo servizi di qualità nel settore ristorazione. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Piazza San Marco, 104 - 63085 Siracusa",Ristorazione
Benessere International,benessereinternational@gmail.com,+39 054 261850,Azienda leader nel settore servizi professionali con sede a Novara. Offriamo prodotti e servizi di alta qualità dal 1968.,,2025-04-09 15:56:01,"Via Giotto, 12 - 82075 Novara",Servizi professionali
Consulenza Il Gabbiano,info@consulenzailgabbiano.it,+39 309 2168423,Dal 1979 offriamo servizi di qualità nel settore automotive. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Piazza San Marco, 157 - 64041 Terni",Automotive
Hotel Il Veliero,info@hotelilveliero.it,+39 339 3762976,Dal 1977 offriamo servizi di qualità nel settore commercio all'ingrosso. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.hotelilveliero.it,2025-04-09 15:56:01,"Via Michelangelo, 120 - 67062 Monza",Commercio all'ingrosso
Impianti Da Luca,info@impiantidaluca.it,+39 384 1337158,Azienda leader nel settore immobiliare con sede a Bari. Offriamo prodotti e servizi di alta qualità dal 1978.,,2025-04-09 15:56:01,"Corso Francia, 58 - 97077 Bari",Immobiliare
Panificio Royal,panificioroyal@gmail.com,+39 365 2778122,Dal 1975 offriamo servizi di qualità nel settore benessere. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Petrarca, 95 - 91091 Bari",Benessere
Bar La Torre,info@barlatorre.it,+39 030 751147,La nostra missione è fornire il miglior servizio possibile nel settore benessere. Siamo un'azienda a conduzione familiare con oltre 30 anni di esperienza.,,2025-04-09 15:56:01,"Via Foscolo, 135 - 51083 Palermo",Benessere
Costruzioni Da Antonio,costruzionidaantonio@tiscali.it,+39 068 846600,Specialisti nel settore agricoltura con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Trieste e oltre.,https://www.costruzionidaantonio.it,2025-04-09 15:56:01,"Via Marconi, 102 - 17085 Trieste",Agricoltura
Farmacia La Perla,farmacialaperla@tiscali.it,+39 021 610290,Specialisti nel settore agricoltura con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Ancona e oltre.,,2025-04-09 15:56:01,"Via Fermi, 14 - 15069 Ancona",Agricoltura
Elettrauto Da Francesco,info@elettrautodafrancesco.it,+39 340 4094681,Specialisti nel settore immobiliare con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Messina e oltre.,https://www.elettrautodafrancesco.it,2025-04-09 15:56:01,"Via Roma, 141 - 81036 Messina",Immobiliare
Idraulica Deluxe,info@idraulicadeluxe.it,+39 352 4988723,La nostra missione è fornire il miglior servizio possibile nel settore assicurativo. Siamo un'azienda a conduzione familiare con oltre 16 anni di esperienza.,,2025-04-09 15:56:01,"Via Pascoli, 177 - 22094 Messina",Assicurativo
Elettrica Da Bruno,info@elettricadabruno.it,+39 047 509927,Dal 1972 offriamo servizi di qualità nel settore manifatturiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.elettricadabruno.it,2025-04-09 15:56:01,"Piazza Maggiore, 48 - 61036 Torino",Manifatturiero
Impresa La Locanda,impresalalocanda@libero.it,+39 357 5095334,Specialisti nel settore benessere con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Bologna e oltre.,https://www.impresalalocanda.it,2025-04-09 15:56:01,"Via Roma, 32 - 11018 Bologna",Benessere
Palestra Da Giovanni,info@palestradagiovanni.it,+39 338 7630559,Azienda leader nel settore alimentare con sede a Verona. Offriamo prodotti e servizi di alta qualità dal 1958.,https://www.palestradagiovanni.it,2025-04-09 15:56:01,"Piazza della Repubblica, 95 - 62014 Verona",Alimentare
Falegnameria Da Marco,info@falegnameriadamarco.it,+39 085 737190,La nostra missione è fornire il miglior servizio possibile nel settore artigianato. Siamo un'azienda a conduzione familiare con oltre 37 anni di esperienza.,https://www.falegnameriadamarco.it,2025-04-09 15:56:01,"Via Botticelli, 162 - 62084 Modena",Artigianato
Gelateria Il Cantuccio,gelateriailcantuccio@fastwebnet.it,+39 356 7179574,Azienda leader nel settore salute con sede a Torino. Offriamo prodotti e servizi di alta qualità dal 1994.,https://www.gelateriailcantuccio.it,2025-04-09 15:56:01,"Piazza della Repubblica, 176 - 68080 Torino",Salute
Pasticceria Il Pozzo,info@pasticceriailpozzo.it,+39 326 8065781,La nostra missione è fornire il miglior servizio possibile nel settore salute. Siamo un'azienda a conduzione familiare con oltre 27 anni di esperienza.,https://www.pasticceriailpozzo.it,2025-04-09 15:56:01,"Via Mazzini, 31 - 57020 Novara",Salute
Estetica Il Faro,info@esteticailfaro.it,+39 013 750061,Dal 1958 offriamo servizi di qualità nel settore artigianato. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.esteticailfaro.it,2025-04-09 15:56:01,"Via Pascoli, 37 - 58052 Palermo",Artigianato
Consulenza Il Mulino,info@consulenzailmulino.it,+39 365 2019731,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio al dettaglio. Fondata nel 1982, siamo cresciuti fino a diventare un punto di riferimento a Bologna.",https://www.consulenzailmulino.it,2025-04-09 15:56:01,"Via Genova, 3 - 71014 Bologna",Commercio al dettaglio
B&B Metropolitan,info@b&bmetropolitan.it,+39 010 349591,Dal 1950 offriamo servizi di qualità nel settore commercio al dettaglio. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.b&bmetropolitan.it,2025-04-09 15:56:01,"Via Milano, 14 - 81044 Livorno",Commercio al dettaglio
